"","gvkey","conm","tic","cusip","cik","sic","naics","gsubind","gind","year1","year2"
"18314","186340","VANGUARD TOTAL INTL STK ETF","VXUS","921909768",NA,"6722",NA,NA,NA,2011,2021
"18315","186341","ONLINE ENERGY INC","OEINF","68276A101",NA,"1311","2111","10102020","101020",2010,2011
"18316","186342","LINKEDIN CORP","LNKD","53578A108","0001271024","7370","519130","45101010","451010",2006,2015
"18317","186344","FIRST CONNECTICUT BANCORP","FBNK.1","319850103","0001511198","6036","522120","40101015","401010",2009,2017
"18318","186345","SKULLCANDY INC","SKUL","83083J104","0001423542","3651","334310","25201010","252010",2006,2015
"18319","186348","DUNDEE CAPITAL MARKETS INC","DCMZF","265182105",NA,"6211",NA,"40203020","402030",2009,2010
"18320","186349","CEETOP INC","CTOP","150818102","0001439254","7370","519130","25502020","255020",2011,2015
"18321","186350","LION ONE METALS LTD","LOMLF","536216104","0001509397","1040","212221","15104030","151040",2011,2021
"18322","186353","SABLE NATURAL RESOURCES CORP","SNREQ","78573J101","0001475899","1389","213112","10102020","101020",2009,2014
"18323","186354","TRUNKBOW INTL HOLDINGS LTD","TBOW","89818A102","0001485933","7372","511210","45103010","451030",2009,2012
"18324","186355","TEUCRIUM NATURAL GAS FUND","NAGS","88166A201",NA,"6722","525910",NA,NA,2011,2013
"18325","186356","GLOBAL X FTSE ANDEAN 40 ETF","AND","37950E655",NA,"6722","525910",NA,NA,2011,2016
"18326","186359","SILVAN INDUSTRIES INC","SLVA","827290107","0001373683","2400","321","15105010","151050",2009,2011
"18327","186360","THERMON GROUP HOLDINGS INC","THR","88362T103","0001489096","3690","335999","20104010","201040",2008,2021
"18328","186362","SOUPMAN INC","SOUPQ","836119107","0001475273","2030","311412","30202030","302020",2010,2016
"18329","186363","RLJ LODGING TRUST","RLJ","74965L101","0001511337","6798","531120","60101030","601010",2009,2021
"18330","186370","ECO SCIENCE SOLUTIONS INC","ESSI","27888G104","0001490873","2836","325414","35203010","352030",2012,2019
"18331","186371","SOVEREIGN LITHIUM INC","SLCO","84609P103","0001393403","1400","212393","15104020","151040",2008,2013
"18332","186374","RENEWABLE ENERGY DEVELOPERS","STWPF","75972W105",NA,"4991","221115","55105010","551050",2010,2012
"18333","186376","BMO COVERED CALL CDN BKS ETF","BMDLF","05560U104",NA,"6722","525910",NA,NA,2011,2021
"18334","186377","BMO ULTRA SHORT-TERM BOND","ZST.","05579A107",NA,"6722","525910",NA,NA,2011,2021
"18335","186378","BMO 2015 CP BD TRGT MATURITY","ZXB.","05572K102",NA,"6722",NA,NA,NA,2011,2014
"18336","186379","BMO 2020 CP BD TRGT MATURITY","ZXC.","05572J105",NA,"6722",NA,NA,NA,2011,2014
"18337","186380","BMO 2025 CP BD TRGT MATURITY","ZXD.","05568V104",NA,"6722","525910",NA,NA,2011,2014
"18338","186381","BMO MONTHLY INCOME ETF","ZMI.","05572P101",NA,"6722","525910",NA,NA,2011,2021
"18339","186382","BMO AGRICULTURE COMMODITIES","ZCA.","05562J107",NA,"6722","525910",NA,NA,2011,2012
"18340","186383","BMO BASE METALS COMMODITES","ZCB.1","05572R107",NA,"6722","525910",NA,NA,2011,2012
"18341","186384","BMO ENERGY COMMODITIES ETF","ZCE.","05562R109",NA,"6722","525910",NA,NA,2011,2012
"18342","186385","BMO PRECIOUS METALS COMMDTY","ZCP.","05572Q109",NA,"6722","525910",NA,NA,2011,2012
"18343","186386","HAIWANG RESOURCE & TECH-REDH","NACL","G4233R104","0001511046","2810","325180","15101010","151010",2009,2010
"18344","186389","CHINA MODERN AGRL INFO INC","CMCI","16951R105","0001479526","2020","311511","30202030","302020",2011,2017
"18345","186390","PRIME GLOBAL CAPITAL GROUP","PGCG","74164U100","0001462047","6552","237210","60102020","601020",2011,2019
"18346","186392","SEAWORLD ENTERTAINMENT INC","SEAS","81282V100","0001564902","7996","713110","25301030","253010",2010,2021
"18347","186425","PROSHARES ULTRASHORT TIPS","TPS","74347X336",NA,"6722","525910",NA,NA,2011,2016
"18348","186428","EVERBANK FINANCIAL CORP","EVER.3","29977G102","0001502749","6035","522120","40102010","401020",2010,2016
"18349","186431","CLUBCORP CLUB OPERATIONS INC","5553B","18999R931","0001515382","7997","713910","25301030","253010",2008,2013
"18350","186435","PRIME ACQUISITION CORP","PACQF","G72436101","0001485922","6512","531120","60102020","601020",2010,2018
"18351","186437","GEVO INC","GEVO","374396406","0001392380","2860","325193","10102030","101020",2005,2021
"18352","186440","TENET FINTECH GROUP INC","PKKFF","88035N103","0001558924","7372","511210","45103010","451030",2012,2021
"18353","186442","HORIZONS COMEX COPPER ETF","HUK.","44049M102",NA,"6722",NA,NA,NA,2011,2012
"18354","186451","RESPONSYS INC","MKTG","761248103","0001084817","7372","511210","45101010","451010",2006,2012
"18355","186471","PRIMUS THERAPEUTICS  -REDH","PRTHU.1","74199W931","0001501467","2834","325412","35202010","352020",2010,2010
"18356","186473","KAYAK SOFTWARE CORP","KYAK","486577109","0001312928","7370","519130","25502020","255020",2007,2012
"18357","186487","CANADA FLUORSPAR INC","CNDFF","135047108",NA,"1400","212393","15104020","151040",2010,2013
"18358","186493","ABTECH HOLDINGS INC","ABHD","00400H207","0001405858","3560","3339","20201050","202010",2010,2017
"18359","186497","LANTHEUS MEDICAL IMAGING INC","5591B","51699P939","0001500157","2835","325413","35202010","352020",2007,2014
"18360","186498","POAGE BANKSHARES INC","PBSK","730206109","0001511071","6035","522120","40102010","401020",2009,2017
"18361","186501","NGL ENERGY PARTNERS LP","NGL","62913M107","0001504461","5900","454310","10102040","101020",2005,2021
"18362","186509","AIRTOUCH COMMUNICATIONS INC","ATCH","00951E108","0001403720","3661","334210","45201020","452010",2010,2011
"18363","186517","PROSPECT GLOBAL RESOURCES","PGRX","74348X202","0001477032","1400","212391","15101030","151010",2010,2012
"18364","186520","PANDORA MEDIA INC","P","698354107","0001230276","7370","519130","50202010","502020",2006,2017
"18365","186525","TARGETED MEDICAL PHARMA INC","TRGM","876140104","0001420030","2834","325412","35202010","352020",2010,2015
"18366","186527","GLOBAL X FTSE SOUTHEAST ASIA","ASEA","37950E648",NA,"6722","525910",NA,NA,2011,2021
"18367","186528","ANNEC GREEN REFRACTORIES CP","ANNC","03600C101","0001501162","3290","327120","15102010","151020",2010,2013
"18368","186531","NEW WESTERN ENERGY CORP","NWTR","649172103","0001479488","1311","211111","10102020","101020",2010,2014
"18369","186535","FIRST TRUST INDXX NEXTG ETF","NXTG","33737K205",NA,"6722","525910",NA,NA,2011,2021
"18370","186537","NEW MEDIA INSIGHT GROUP INC","NMED","64704U306","0001493040","7311","541810","45101010","451010",2011,2014
"18371","186538","METALS PLUS INCOME CORP","MPI.","59131N107",NA,"6726","525990",NA,NA,2011,2015
"18372","186540","CI MSCI CAN QLTY INDEX CLASS","FQC.","17163X302",NA,"6199","525990",NA,NA,2011,2021
"18373","186541","INDEXPLUS DIVIDEND FUND","IDF.UN","45409C105",NA,"6199","525910",NA,NA,2011,2011
"18374","186542","MACQUARIE EMG MKT INFRA FD","MQA.UN","55609L102",NA,"6726","525910",NA,NA,2011,2016
"18375","186543","ASTON HILL SR GOLD PROD INCM","GPC.","04624H100",NA,"6722","525910",NA,NA,2011,2012
"18376","186544","CONVERTIBLE DEBTRS INCOME FD","OCV.UN","21255E107",NA,"6726","525990",NA,NA,2011,2015
"18377","186545","CASABLANCA MINING LTD","CUAU","14712T106","0001454007","1000","212","15104030","151040",2008,2012
"18378","186546","TEUCRIUM CRUDE OIL FUND","CRUD","88166A300",NA,"6722","525910",NA,NA,2011,2013
"18379","186553","CREEK ROAD MINERS INC","CRKR","22552C109","0001162896","7372","511210","45103010","451030",2011,2021
"18380","186555","ROVI CORP -PROFORMA","ROVI.P","77999Z939",NA,"2721","511120","45103020","451030",2009,2010
"18381","186556","APOLLO SENIOR FLOATING RT FD","AFT","037636107","0001502573","6726","525990",NA,NA,2011,2021
"18382","186557","NUVEEN ENERGY MLP TOTAL RET","JMF","67074U103","0001502711","6726","525990",NA,NA,2011,2019
"18383","186558","CARBON ENERGY CORP","CRBO","14110Q209","0000086264","1311","211120","10102020","101020",2010,2019
"18384","186559","HAWKER BEECHCRAFT ACQ CO LLC","2793B","42099W939","0001396426","3720","3364","20101010","201010",2006,2011
"18385","186560","HORIZONS GMP JR OIL &GAS ETF","HJE.","44048V103",NA,"6722",NA,NA,NA,2011,2011
"18386","186562","FIRST SURGICAL PARTNERS INC","FSPI","337139109","0001389413","8060","622110","35102020","351020",2009,2011
"18387","186568","EMPIRE POST MEDIA INC","EMPM","292039104","0001478682","9995","999990","50202010","502020",2009,2018
"18388","186571","NANO MOBILE HEALTHCARE","VNTH","63010B200","0001497130","3845","334510","35103010","351030",2011,2016
"18389","186573","SPDR S&P EMERG MKTS DIV ETF","EDIV","78463X533",NA,"6722",NA,NA,NA,2011,2021
"18390","186574","SPDR BLMBRG BRCLYS EM MKT BD","EBND","78464A391",NA,"6722",NA,NA,NA,2011,2021
"18391","186590","HOME LOAN SERVICING SOLTNS","HLSSF","G6648D109","0001513161","6162","522292","40102010","401020",2010,2014
"18392","186591","SLR SENIOR INVESTMENT CORP","SUNS","83416M105","0001508171","6797","523910","40203010","402030",2011,2021
"18393","186607","NEWLINK GENETICS CORP","NLNK","651511107",NA,"2836","325414","35201010","352010",2006,2019
"18394","186609","ADVANCED BIOHEALING  -REDH","ABHB","00752T106","0001305108","2836","325414","35201010","352010",2009,2010
"18395","186610","GLOBAL MARKET GROUP LTD","GMC","37951E100","0001506185","7370","519130","45101010","451010",2010,2010
"18396","186616","ISHARES SH DUR HI INCOME ETF","CSD.","46430G404",NA,"6722","525910",NA,NA,2011,2021
"18397","186617","CONSUMER CAPITAL GROUP INC","CCGN","21050C108","0001439299","6141","522291","40202010","402020",2011,2018
"18398","186618","FLYING EAGLE PU TECHNICAL CP","FEPU","344102108","0000861370","3060","326299","25203020","252030",2010,2011
"18399","186622","INVESCO SENIOR LOAN","BKLN","46138G508",NA,"6722","525910",NA,NA,2011,2021
"18400","186623","GLOBAL X MSCI ARGENTINA ETF","ARGT","37950E259",NA,"6722","525910",NA,NA,2011,2021
"18401","186635","MACMILLAN MINERALS INC","MACIF.1","554795203",NA,"1040","212221","15104020","151040",2012,2015
"18402","186645","WESTMOUNTAIN GOLD INC","WMTN","96111A200","0001421601","1040","212221","15104030","151040",2010,2015
"18403","186646","GREEN POWER ENTRPRS -REDH","5621B","G4096D200","0001408358","9995","999990",NA,NA,2009,2010
"18404","186647","NORTH SPRINGS RESOURCES CORP","NSRS","662546308","0001492168","1040","212221","15104040","151040",2009,2010
"18405","186652","ROCKEX MINING CORP","RKEXF","773140108",NA,"1000","212","15104050","151040",2009,2013
"18406","186654","CIG WIRELESS CORP","3CIGW","12551W107","0001432754","4899","517210","20103010","201030",2010,2014
"18407","186658","FARM LANDS OF AFRICA INC","FLAF","30767X107","0001435736","0100","111","30202010","302020",2010,2011
"18408","186661","A CLEAN SLATE INC","DRWN","00089L107","0001021282","6162","522292","35102015","351020",2009,2010
"18409","186663","KIRIN INTERNATIONAL HLDG-OLD","KIRI.1","49799L931",NA,"6500","531","40403030","404030",2010,2014
"18410","186664","AKWAABA MINING LTD","CPKOF","01021L106","0001380269","1040","212221","15104030","151040",2011,2021
"18411","186669","CANADIAN CONVERTIBLES PLUS","CCI.UN","13551Q108",NA,"6199","525990",NA,NA,2011,2018
"18412","186670","SPYGLASS RESOURCES CORP","SGLRF","852193101",NA,"1311","2111","10102020","101020",2009,2014
"18413","186671","AG MORTGAGE INVESTMENT TRUST","MITT","001228501","0001514281","6798","525990","40204010","402040",2011,2021
"18414","186675","RLJ ENTERTAINMENT INC","RLJE","74965F203","0001546381","7822","512120","50202010","502020",2010,2017
"18415","186677","ZYQC GROUP HOLDING LTD","ZYQG","988802104","0001790368","1040","212221","15104030","151040",2010,2011
"18416","186681","OLD PSG WIND-DOWN LTD","PSGLQ","680209103","0001514242","9995","999990","25202010","252020",2008,2014
"18417","186683","FUSION-IO INC","FIO","36112J107","0001383729","3572","334112","45202030","452020",2006,2013
"18418","186687","BREEDIT CORP-OLD","BRDT.1","10699P935",NA,"7372","511210","45103010","451030",2012,2015
"18419","186695","CANADIAN QUANTUM ENERGY CORP","CQUTF","13650V107",NA,"1311","2111","10102020","101020",2009,2013
"18420","186696","MARKET VECTORS COLOMBIA ETF","COLX","57060U415",NA,"6722","525910",NA,NA,2011,2013
"18421","186697","GLOBAL X PURE GOLD MINER ETF","GGGG","37950E234",NA,"6722","525910",NA,NA,2011,2013
"18422","186698","GLOBAL X OIL EQUITIES ETF","XOIL","37950E598",NA,"6722","525910",NA,NA,2011,2011
"18423","186699","CARIBBEAN RESOURCES CORP","VGGGD","14186G200",NA,"1220","2121","10102050","101020",2011,2014
"18424","186708","WISDOMTREE ASIA LOCAL DEBT","ALD","97717X842",NA,"6722","525910",NA,NA,2011,2018
"18425","186709","GLOBAL X JUNIOR MINERS ETF","JUNR","37950E267",NA,"6722","525910",NA,NA,2011,2014
"18426","186712","NEWGISTICS INC-REDH","NEWG.1","65199V931","0001121680","4731","541614","20201070","202010",2009,2010
"18427","186714","HOMEAWAY INC","AWAY.1","43739Q100","0001366684","7370","519130","45101010","451010",2006,2014
"18428","186715","TERRAVIA HOLDINGS INC","TVIAQ","88105A106","0001311230","2990","324199","15101050","151010",2006,2016
"18429","186716","APACHE DESIGN SOLUTIONS-REDH","APAD","03799W934","0001280363","7372","511210","45103010","451030",2009,2010
"18430","186717","360 SECURITY TECHNOLOGY INC","QIHU","74734M109","0001508913","7370","519130","45103020","451030",2008,2015
"18431","186718","LINK MOTION INC -ADR","LKM","53577L105","0001509986","7370","5415","45103010","451030",2008,2016
"18432","186720","CORTINA SYSTEMS INC-REDH","CRTN.","22099V933","0001164975","3674","334413","45301020","453010",2009,2010
"18433","186721","AMERICAN CLEAN RES GRP INC","ACRG","853616209","0000773717","1040","212221","15104030","151040",2009,2021
"18434","186722","HORIZONS CANAD L C E C C ETF","CNCC.","44056X108",NA,"6722",NA,NA,NA,2011,2021
"18435","186725","BLACK BULL RESOURCES INC","BKBLF.1","091930206",NA,"1400","2123","15104020","151040",2009,2018
"18436","186726","ASIA NOW RESOURCES CORP","AINWF","04519J104",NA,"1000","212","15104020","151040",2010,2014
"18437","186734","RIO BRAVO OIL INC","RIOB","76702R200","0001502774","1311","2111","10102020","101020",2011,2013
"18438","186736","MARRET MULTI-STRATEGY INCOME","MMSGF","57162P108",NA,"6199","525990",NA,NA,2011,2015
"18439","186737","PURPOSE GLOBAL FINANC INC FD","PFG.","74641P104",NA,"6726","525990",NA,NA,2011,2018
"18440","186741","INDEXIQ GBL AGRIBUSINESS SML","CROP","45409B834",NA,"6722","525910",NA,NA,2011,2019
"18441","186742","PROSHARES SHORT HIGH YIELD","SJB","74347R131",NA,"6722","525910",NA,NA,2011,2021
"18442","186743","APOLLO RESIDENTIAL MTG INC","AMTG","03763V102","0001515980","6798","525990","40204010","402040",2011,2015
"18443","186746","ARTEMIS US CAPITAL APPREC FD","AUF.UN","04301X105",NA,"6726",NA,NA,NA,2011,2014
"18444","186748","INTERCLOUD SYSTEMS INC","ICLD","458488400","0001128725","7370","541512","45102010","451020",2011,2017
"18445","186749","DIREXION DAILY 7-10 TRSY BR","TYNS","25459Y108",NA,"6722","525910",NA,NA,2011,2018
"18446","186750","DIREXION DLY 20 YR TRS BR 1X","TYBS","25459Y405",NA,"6722","525910",NA,NA,2011,2019
"18447","186751","DIREXION DLY TOTAL BD MKT BR","SAGG","25459Y306",NA,"6722","525910",NA,NA,2011,2019
"18448","186765","GLOBAL TELECOM & UTIL INCOME","HGI.UN","37956L109",NA,"6199","525990",NA,NA,2011,2020
"18449","186772","MAPLE LEAF GREEN WORLD INC","MGWFF","565297306",NA,"0800","325412","35202010","352020",2010,2021
"18450","186773","SUNCOKE ENERGY INC","SXC","86722A103","0001514705","3312","324199","15104050","151040",2006,2021
"18451","186774","CHINA RESOURCES DVLPT  -REDH","CRDIU","G2114T108","0001510030","1000","212","15104020","151040",2010,2010
"18452","186778","SILVER PREDATOR CORP","SVROF","82808Q203","0001560904","1044","212222","15104020","151040",2007,2021
"18453","186779","CEA INDUSTRIES INC","CEAD","86887P200","0001482541","3585","333415","20102010","201020",2010,2021
"18454","186783","VEREIT INC","VER","92339V308","0001507385","6798","531120","60101010","601010",2011,2020
"18455","186785","ARCOS DORADOS HOLDINGS INC","ARCO","G0457F107","0001508478","5812","722511","25301040","253010",2006,2021
"18456","186791","PROSHARES SHORT INVEST GRADE","IGS","74347R123",NA,"6722","525910",NA,NA,2011,2015
"18457","186793","BLACK IRON INC","BKIRF","09214V104","0001517648","1000","212210","15104050","151040",2010,2021
"18458","186796","NEXOPTIC TECHNOLOGY CORP","NXOPF","65341P105","0001654714","3670","3344","45203015","452030",2014,2021
"18459","186802","FOCUS MORNINGSTAR US MKT","FMU","34416W502",NA,"6722","525910",NA,NA,2011,2011
"18460","186803","FOCUS MORNINGSTAR LARGE CAP","FLG","34416W601",NA,"6722","525910",NA,NA,2011,2011
"18461","186804","FOCUS MORNINGSTAR MID CAP","FMM","34416W700",NA,"6722","525910",NA,NA,2011,2011
"18462","186805","FOCUS MORNINGSTAR SMALL CAP","FOS","34416W809",NA,"6722","525910",NA,NA,2011,2011
"18463","186806","FOCUS MORNINGSTAR BASIC","FBM.1","34416W882",NA,"6722","525910",NA,NA,2011,2011
"18464","186807","FOCUS MORNINGSTAR COMMUN SR","FCQ","34416W874",NA,"6722","525910",NA,NA,2011,2011
"18465","186808","FOCUS MORNINGSTAR CONSMR CY","FCL","34416W866",NA,"6722","525910",NA,NA,2011,2011
"18466","186809","FOCUS MORNINGSTAR CONSUMR DF","FCD","34416W858",NA,"6722","525910",NA,NA,2011,2011
"18467","186810","FOCUS MORNINGSTAR ENERGY","FEG.2","34416W841",NA,"6722","525910",NA,NA,2011,2011
"18468","186811","FOCUS MORNINGSTAR FINCL SR","FFL","34416W833",NA,"6722","525910",NA,NA,2011,2011
"18469","186812","FOCUS MORNINGSTAR HEALTH CAR","FHC","34416W825",NA,"6722","525910",NA,NA,2011,2011
"18470","186813","FOCUS MORNINGSTAR INDUSTRIAL","FIL","34416W817",NA,"6722","525910",NA,NA,2011,2011
"18471","186814","FOCUS MORNINGSTAR REAL ESTAT","FRL","34416W791",NA,"6722","525910",NA,NA,2011,2011
"18472","186815","FOCUS MORNINGSTAR TECHNOLOGY","FTQ","34416W783",NA,"6722","525910",NA,NA,2011,2011
"18473","186816","FOCUS MORNINGSTAR UTILITIES","FUI","34416W775",NA,"6722","525910",NA,NA,2011,2011
"18474","186817","BLACKROCK RESOURCES & CMD ST","BCX","09257A108","0001506289","6726",NA,NA,NA,2011,2021
"18475","186823","STEEL PARTNERS HOLDINGS LP","SPLP","85814R107","0001452857","9997","999977","20105010","201050",2011,2021
