"NAME","NAMEHCR","STALP","STNAME","BKCLASS","ASSET","CERT","FED_RSSD","org_name","commented","Commented","mean_ASSET","median_ASSET","mean_ASSET_type","median_ASSET_type"
"American State Bank & Trust Company","American State Bancshares, Inc.","KS","Kansas","SM",376836000,57144,2957014,"american state bank & trust company",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Greater Hudson Bank",NA,"NY","New York","NM",502439000,57145,3086256,"greater hudson bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Republic Bank & Trust Company of Indiana",NA,"IN","Indiana","NM",97413000,57146,2972839,"republic bank & trust company of indiana",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Premier American Bank",NA,"FL","Florida","NM",299225000,57147,3048067,"premier american bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Professional Business Bank",NA,"CA","California","NM",280892000,57148,3071391,"professional business bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Parkway Bank Arizona",NA,"AZ","Arizona","NM",107090000,57149,2847553,"parkway bank arizona",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Georgian Bank",NA,"GA","Georgia","NM",2230230000,57151,3030969,"georgian bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of the South",NA,"TN","Tennessee","NM",566735000,57152,3018538,"bank of the south",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"American National Bank",NA,"NE","Nebraska","N",27306000,57156,2973872,"american national bank",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"1st Regents Bank",NA,"MN","Minnesota","NM",49626000,57157,2998660,"1st regents bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Parkway Bank",NA,"NC","North Carolina","NM",109642000,57158,3044500,"parkway bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"National Advisors Trust Company, FSB",NA,"MO","Missouri","SA",8232000,57160,2809373,"national advisors trust company, fsb",FALSE,"Did not comment",915546343.628809,95742500,849658148.500577,128373500
"Main Street Bank Corp.","Main Street Financial Services Corp","WV","West Virginia","NM",419679000,57162,3034695,"main street bank corp.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens First Bank, Inc.",NA,"WV","West Virginia","NM",65969000,57163,3040379,"citizens first bank, inc.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"United Legacy Bank",NA,"FL","Florida","SM",227116000,57164,3048861,"united legacy bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Washington Business Bank",NA,"WA","Washington","NM",69547000,57167,3102893,"washington business bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Bank & Trust",NA,"TX","Texas","SM",42101000,57168,3022281,"first bank & trust",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"American Patriot Bank",NA,"TN","Tennessee","NM",58026000,57169,3010318,"american patriot bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Cardinal State Bank",NA,"NC","North Carolina","NM",198093000,57172,3035245,"cardinal state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"American Home Bank, N.A.",NA,"PA","Pennsylvania","N",235391000,57174,3023493,"american home bank, n.a.",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Millennium Bank",NA,"CO","Colorado","NM",251022000,57175,2981822,"millennium bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Commerce West Bank",NA,"CA","California","SM",510352000,57176,3052813,"commerce west bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"REGENTS BANK, NATIONAL ASSOCIATION",NA,"CA","California","N",587550000,57177,3030697,"regents bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Capital Bank",NA,"AL","Alabama","SM",57763000,57178,3027053,"capital bank",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"First National Bank of Baldwin County",NA,"AL","Alabama","N",187935000,57181,3077937,"first national bank of baldwin county",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First National Bank of Muskogee",NA,"OK","Oklahoma","N",178884000,57183,2981813,"first national bank of muskogee",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"The Freedom Bank of Virginia",NA,"VA","Virginia","SM",502929000,57184,3019982,"the freedom bank of virginia",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Central Florida State Bank",NA,"FL","Florida","NM",71485000,57186,3116809,"central florida state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Live Oak State Bank",NA,"TX","Texas","NM",122130000,57187,3035759,"live oak state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Northwest Commercial Bank",NA,"WA","Washington","NM",69363000,57191,3130216,"northwest commercial bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Gogebic Range Bank","West End Financial Corp.","MI","Michigan","NM",72992000,57192,3025929,"gogebic range bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"M&I Bank of Mayville",NA,"WI","Wisconsin","SM",3057000,57193,3009778,"m&i bank of mayville",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"BNC National Bank","Bnccorp, Inc.","AZ","Arizona","N",1007315000,57197,2358769,"bnc national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"American Premier Bank",NA,"CA","California","NM",110520000,57198,3175619,"american premier bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Commonwealth National Bank",NA,"MA","Massachusetts","N",285939000,57201,3072053,"commonwealth national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"The Warwick Commercial Bank",NA,"NY","New York","NM",11127000,57202,3032301,"the warwick commercial bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Barclays Bank Delaware","Barclays Plc","DE","Delaware","NM",31290457000,57203,2980209,"barclays bank delaware",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Neighborhood National Bank",NA,"MN","Minnesota","N",50973000,57210,3037874,"neighborhood national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"The Bank of Tallahassee",NA,"FL","Florida","NM",86823000,57211,3069343,"the bank of tallahassee",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Choice Bank",NA,"IL","Illinois","NM",141016000,57212,3020193,"first choice bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Atlantic Southern Bank",NA,"GA","Georgia","NM",741855000,57213,3075278,"atlantic southern bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Intercontinental Bank","Intercontinental Bankshares, Llc","FL","Florida","NM",154897000,57214,3122828,"intercontinental bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Pascack Community Bank",NA,"NJ","New Jersey","NM",390764000,57215,3090338,"pascack community bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The PrivateBank",NA,"GA","Georgia","NM",375279000,57219,3058842,"the privatebank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"CIGNA Bank & Trust Company, FSB",NA,"CT","Connecticut","SA",177195000,57222,3042038,"cigna bank & trust company, fsb",FALSE,"Did not comment",915546343.628809,95742500,849658148.500577,128373500
"International Bank",NA,"CO","Colorado","NM",77834000,57223,3020746,"international bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Embassy Bank for the Lehigh Valley","Embassy Bancorp, Inc","PA","Pennsylvania","NM",964164000,57228,3068579,"embassy bank for the lehigh valley",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Douglas National Bank","Dnb Financial Services, Inc.","GA","Georgia","N",180744000,57230,3049635,"douglas national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Premier Commercial Bank, National Association",NA,"CA","California","N",413920000,57231,3073199,"premier commercial bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"PCSB Commercial Bank",NA,"NY","New York","NM",45919000,57232,3121081,"pcsb commercial bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Regal Financial Bank",NA,"WA","Washington","NM",95266000,57236,3109584,"regal financial bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Southern National Bank",NA,"GA","Georgia","N",164599000,57239,3051021,"first southern national bank",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"Seaway Community Bank",NA,"MI","Michigan","NM",202701000,57240,3048982,"seaway community bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Madison County Bank",NA,"MS","Mississippi","NM",67104000,57242,3090310,"madison county bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Cedar Rapids Bank and Trust Company","Qcr Holdings, Inc.","IA","Iowa","SM",931287000,57244,3029589,"cedar rapids bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Pacific International Bank",NA,"WA","Washington","NM",182229000,57246,3071083,"pacific international bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Western Security Bank",NA,"MT","Montana","NM",823729000,57248,2999845,"western security bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Venture Bank","Venture Bancshares, Inc.","MN","Minnesota","NM",673068000,57249,3049699,"venture bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Cornerstone Bank","Cornerstone Bancshares, Inc.","KS","Kansas","SM",181201000,57250,3027763,"cornerstone bank",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"The Bank of Southern Connecticut",NA,"CT","Connecticut","NM",121138000,57251,3047314,"the bank of southern connecticut",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Chatham Bank","Fcb Financial Corp.","GA","Georgia","NM",374216000,57252,3075474,"first chatham bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Freedom National Bank","Berkshire Financial Services, Inc.","RI","Rhode Island","N",106932000,57254,3051432,"freedom national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Frederick County Bank","Frederick County Bancorp, Inc.","MD","Maryland","SM",393900000,57255,3058329,"frederick county bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Piedmont Community Bank",NA,"GA","Georgia","NM",198993000,57256,3128914,"piedmont community bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Franklin Community Bank, National Association",NA,"VA","Virginia","N",163642000,57259,3125137,"franklin community bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Napa Community Bank",NA,"CA","California","NM",159015000,57260,3049701,"napa community bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First National Bank West Metro",NA,"GA","Georgia","N",133972000,57261,3072129,"first national bank west metro",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Harrington Bank, FSB",NA,"NC","North Carolina","SA",224955000,57262,3042560,"harrington bank, fsb",FALSE,"Did not comment",915546343.628809,95742500,849658148.500577,128373500
"Southern Colorado National Bank",NA,"CO","Colorado","N",37142000,57263,3041349,"southern colorado national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Affinity Bank","Abb Financial Group, Inc.","GA","Georgia","NM",270546000,57264,3118447,"affinity bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens Community Federal National Association","Citizens Community Bancorp, Inc.","WI","Wisconsin","N",668453000,57265,962890,"citizens community federal national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Signature Bank, National Association","Signature Bancorp, Inc.","OH","Ohio","N",794278000,57269,3076604,"signature bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"PrimeTrust Bank",NA,"TN","Tennessee","NM",717104000,57271,3076163,"primetrust bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Commerce Bank","First Commerce Financial Corporation","KS","Kansas","NM",65391000,57273,3041358,"first commerce bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Grand Bank, National Association",NA,"NJ","New Jersey","N",217566000,57274,3093964,"grand bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Gateway Community Bank","Gateway Banc Corp.","IL","Illinois","NM",85641000,57275,3145162,"gateway community bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Bank of Las Vegas",NA,"NV","Nevada","NM",213514000,57276,2856032,"bank of las vegas",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Victory Community Bank",NA,"KY","Kentucky","SA",171772000,57277,3153345,"victory community bank",FALSE,"Did not comment",915546343.628809,95742500,849658148.500577,128373500
"Commerce Bank of Arizona","Cboa Financial, Inc.","AZ","Arizona","NM",188716000,57279,3131400,"commerce bank of arizona",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"FlatIrons Bank","Fbhc Holding Company","CO","Colorado","SM",147546000,57280,3022610,"flatirons bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Citizens Bank",NA,"DE","Delaware","NM",1581629000,57281,3041983,"citizens bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Citizens Bank of Pennsylvania","Citizens Financial Group, Inc.","PA","Pennsylvania","SB",36732954000,57282,3041974,"citizens bank of pennsylvania",FALSE,"Did not comment",915546343.628809,95742500,878777987.0317,286179000
"Independence Bank, National Association",NA,"TX","Texas","N",221187000,57285,3112070,"independence bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Summit Bank",NA,"OK","Oklahoma","NM",256220000,57289,3043651,"summit bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"EnerBank USA",NA,"UT","Utah","NM",1359402000,57293,3121072,"enerbank usa",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Superior Federal Bank, FSB",NA,"IL","Illinois","SA",755465000,57294,3042711,"superior federal bank, fsb",FALSE,"Did not comment",915546343.628809,95742500,849658148.500577,128373500
"AMG National Trust Bank","Amg National Corp.","CO","Colorado","N",393223000,57295,3015939,"amg national trust bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Citizens Bank in Loup City",NA,"NE","Nebraska","NM",24849000,57296,3044818,"citizens bank in loup city",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"1st Bank Yuma","Western Arizona Bancorp, Inc.","AZ","Arizona","NM",301049000,57298,3048487,"1st bank yuma",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Community Bank of Broward",NA,"FL","Florida","NM",486733000,57300,3082052,"community bank of broward",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"United Community Bank of West Kentucky, Inc.","United Community Bancshares, Inc.","KY","Kentucky","NM",240666000,57301,3070545,"united community bank of west kentucky, inc.",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"City Bank New Mexico",NA,"NM","New Mexico","NM",114622000,57302,3058619,"city bank new mexico",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"CrossFirst Bank Leawood",NA,"KS","Kansas","NM",92080000,57303,3045299,"crossfirst bank leawood",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Omni Interim, National Association",NA,"GA","Georgia","N",42019000,57305,3097225,"omni interim, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
